created_at,favorite_count,full_text,in_reply_to_screen_name,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
Sun Mar 31 12:08:29 +0000 2024,1,gtau tp sapu ijuk/ayam geprek mi orgnya ngeselin cocok buat komunitas marah marah,,0,1,1,https://x.com/tisungkruk/status/1774408423330713880,"1,70369E+18",tisungkruk
Sun Mar 31 11:53:56 +0000 2024,0,kalo ada lomba lama lamaan hidup antara menang karena gue survive ga makan 4 hari atau mati karena gweh keburu bundir,,0,0,0,https://x.com/anetnoth/status/1774404761452003837,"1,31007E+18",anetnoth
Sun Mar 31 11:39:16 +0000 2024,0, NAMANYA JUGA PRESIDEN KOMUNITAS MARAH MARAH,,0,0,0,https://x.com/AerlornVerity/status/1774401070879686715,"1,60484E+18",AerlornVerity
Sun Mar 31 11:34:02 +0000 2024,0,dari sekian banyak komunitas kenapa harus komunitas marah-marah sih yang muncul?,,0,4,0,https://x.com/seblacz/status/1774399751271960703,"1,62691E+18",seblacz
Sun Mar 31 11:27:29 +0000 2024,0,average member komunitas marah marah,chocoltzzzz,0,0,0,https://x.com/elangceza0/status/1774398103547978213,"8,82115E+17",elangceza0
Sun Mar 31 10:37:01 +0000 2024,1,ini pasti yg paling sering hit tweet di komunitas marah marah,akatszushi,0,1,0,https://x.com/blueddragon_/status/1774385404772577588,"1,74911E+18",blueddragon_
Sun Mar 31 10:29:24 +0000 2024,0,kakk coba masukin di komunitas marah marah siapa tau bisa makin viral,wendatrg,0,0,0,https://x.com/BBOUXIAN/status/1774383486050484352,"7,30952E+17",BBOUXIAN
Sun Mar 31 10:13:49 +0000 2024,0,Kenapa aku di komunitas marah marah???!,sweetsparfaits,0,0,0,https://x.com/amaizumi_/status/1774379566473306473,"1,5996E+18",amaizumi_
Sun Mar 31 08:30:07 +0000 2024,0,itu di komunitas marah marah yg ngtwt marah yg komen juga mlah marahin sendernya wkwkwkw,,0,0,0,https://x.com/clonecaa/status/1774353467638980627,"1,43517E+18",clonecaa
Sun Mar 31 08:27:50 +0000 2024,1,bgmn caranya supaya post komunitas marah marah tidak muncul di tl?,,0,1,0,https://x.com/antibyeotic/status/1774352895816909122,3311328806,antibyeotic
Sun Mar 31 08:20:51 +0000 2024,0,LEBIH SUKA BACA KOMUNITAS RAMAH RAMAH DRIPADA YG MARAH MARAH krna rasanya aku jadi meresap energi yg baik baik aja bkn yg buruk buruk,,0,0,0,https://x.com/nayigoyeng/status/1774351135740133505,1442978504,nayigoyeng
Sun Mar 31 08:13:21 +0000 2024,0,Marah marah di komunitas marah di marahin sama yang baca postingan dibales marah marah yang baca semua ikutan marah marah kepada si yang marah saat komen marah ke postingan marah marah. Abis itu saya mikir marah tuh kok jadi janggal ya kosa kata nya.,,0,0,0,https://x.com/Rafiaraap/status/1774349251340095617,1174313610,Rafiaraap
Sun Mar 31 08:01:38 +0000 2024,0,Lagian follow komunitas marah-marah,dickimahardika,0,1,0,https://x.com/derrynasution/status/1774346301586669825,75497179,derrynasution
Sun Mar 31 07:59:33 +0000 2024,0,Gimana cara mute postingan komunitas marah-marah supaya ga muncul di beranda??,,0,0,0,https://x.com/Caeclia/status/1774345777927847982,150583640,Caeclia
Sun Mar 31 07:57:42 +0000 2024,0,emang gapapa ya post gini di komunitas marah-marah?? beneran no offense yaa aku real mempertanyakan doang ,,1,4,0,https://x.com/thisrvap03/status/1774345311370313821,"1,3048E+18",thisrvap03
Sun Mar 31 07:49:42 +0000 2024,0,Bacain twit dari komunitas marah marah tuh lebih seru anjir dari pada bacain twit war fandom kpop yg itu itu doang ributnya,,0,1,0,https://x.com/suuuubaak/status/1774343295571026068,"1,3492E+18",suuuubaak
Sun Mar 31 07:35:14 +0000 2024,0,twitter diciptakan untuk komunitas marah marah ️,,0,0,0,https://x.com/gurlwithtatto/status/1774339654873202943,2757698230,gurlwithtatto
Sun Mar 31 07:28:48 +0000 2024,0,GIMANA CARANYA MUTE KOMUNITAS MARAH MARAH,,0,2,0,https://x.com/___sasah/status/1774338039030206912,"1,22862E+18",___sasah
Sun Mar 31 07:13:08 +0000 2024,0,join komunitas marah marah,,0,0,0,https://x.com/quanxiil/status/1774334095222587857,"1,37209E+18",quanxiil
Sun Mar 31 07:00:07 +0000 2024,0,Pusing knp ada komunitas marah marah coba. Isinya bocil share cerita marah2nya kebanyakan ,karyasuta,0,0,0,https://x.com/your_rosa/status/1774330820721099093,"1,40842E+18",your_rosa
Sun Mar 31 06:47:41 +0000 2024,0,lucu bngt gua join 2 komunitas yg marah sama yg ramah jd tiap lewat tl marah abis tu yg ramah adem adem WKKSWKKWKEKWKW,,0,0,0,https://x.com/kanaemoto/status/1774327689249505615,"1,64613E+18",kanaemoto
Sun Mar 31 06:34:54 +0000 2024,0,tiap ada post dr komunitas marah marah auto klik not interested krn gw mau hari minggu ini hari yg damai ya fak gw gapeduli dengan keluh kesah lo itu,,0,0,0,https://x.com/angganyagracia/status/1774324473052975354,"1,29025E+18",angganyagracia
Sun Mar 31 06:12:17 +0000 2024,3,who do u think in bts would join - komunitas marah marah - komunitas ramah ramah - komunitas fans windah basudara,,5,2,0,https://x.com/nowplayingbts/status/1774318783110500784,"9,89993E+17",nowplayingbts
Sun Mar 31 06:10:08 +0000 2024,0,My X has two sides komunitas marah-marah dan komunitas ramah-ramah,,0,0,0,https://x.com/okaariinn/status/1774318241823006945,"1,30808E+18",okaariinn
Sun Mar 31 06:07:45 +0000 2024,0,GIMANA SIH JOIN TUH KOMUNITAS MARAH MARAH GUE LAGI PENGEN NYAKAR SATU KELUARGA ANJIRR KEK DUH SAKIT BNGT HATI GUE LO SAMA KELUARGA LO SANTAI SANTAI DIRUMAH ADEK LO TUH DITITIPIN KE GUE MANA ADEK LO GATAU DIRI ANJIR MASA SIANG SIANG PUASA GINI NYURUH GUE MASAKKIN,,0,1,0,https://x.com/pelovecgss/status/1774317639021862934,"1,72137E+18",pelovecgss
Sun Mar 31 06:01:49 +0000 2024,0,rekomen tl gw slalu komunitas marah-marah emng udh tempatnya gw keknya skalian masuk sekte cak imin itu tweet can t be more accurate abah ramah-ramah cak imin marah-marah pak mahfud bingung pak ganjar menjadi animek(wkwkwk asli gw ketawa bgt),,0,0,0,https://x.com/zaralsvrn/status/1774316147657302200,"1,67121E+18",zaralsvrn
Sun Mar 31 05:51:05 +0000 2024,0,YA ALLAH ABIS LIAT KONTEN KOMUNITAS RAMAH-MARAH. GEMES BANGET WOI?????? ,,0,0,0,https://x.com/membohongiku/status/1774313447762915578,"1,52866E+18",membohongiku
Sun Mar 31 05:37:26 +0000 2024,0,Gw cocoknya ada di komunitas marah-marah apa komunitas ramah-ramah?,,0,2,0,https://x.com/illusoiire/status/1774310013403852851,"1,30893E+18",illusoiire
Sun Mar 31 05:06:28 +0000 2024,0,Berarti ya dari awal udah salah masuk komunitas dia. Udah bener stay di komunitas marah-marah aja ,marjono__,0,1,0,https://x.com/kaoshitam/status/1774302220382769435,70901647,kaoshitam
Sun Mar 31 04:56:34 +0000 2024,0,ak balas yang di komunitas marah marah,it_ernawa,0,1,0,https://x.com/olafyuuuuu/status/1774299727858970928,"1,20617E+18",olafyuuuuu
Sun Mar 31 04:47:55 +0000 2024,0,Kocak ih baru tau di X ada komunitas marah-marah ,,0,0,0,https://x.com/kopisorean/status/1774297550935486542,262555999,kopisorean
Sun Mar 31 04:40:36 +0000 2024,0,Pengen w mute komunitas marah marah tuh duh draining,,0,0,0,https://x.com/insyomisosyow/status/1774295710600777898,"1,65164E+18",insyomisosyow
Sun Mar 31 04:26:04 +0000 2024,0,komunitas marah marah seru buat dibaca kl lo lagi gabut anjir kdg ceritanya suka ga habis fikri aja,,0,0,0,https://x.com/itshappydeer/status/1774292051049554421,3715118352,itshappydeer
Sun Mar 31 04:24:19 +0000 2024,1,baru kali ini komunitas marah marah lewat te el gue bukannya gue ikutan emosi malah ngakak baca ceritanya sampai saat ini udah part 3 gatau ada part selanjutnya apa ga nih ga tau juga,,0,0,0,https://x.com/vel_coffeelover/status/1774291612220494257,"1,61013E+18",vel_coffeelover
Sun Mar 31 04:24:07 +0000 2024,0,Aku binun mending join komunitas ramah-ramah apa marah-marah ,,0,2,0,https://x.com/mwieo/status/1774291562211799455,1102548302,mwieo
Sun Mar 31 04:06:36 +0000 2024,0,GUA DI KOMUNITAS MARAH MARAH??? harusnya yang ramah ramah egk sie #YoshJamet,yo_sh1t,0,1,0,https://x.com/Castorilce/status/1774287154245689396,"1,76271E+18",Castorilce
Sun Mar 31 04:02:25 +0000 2024,1,Itu tinggal join klik icon orang 2 di tengah banyak disitu ada komunitas marah-marah komunitas ramah-ramah komunitas orang stress dan banyak lagi komunitas yang lain,SoloMenfess,0,0,0,https://x.com/madepngulon/status/1774286098484854877,"1,21497E+18",madepngulon
Sun Mar 31 04:02:00 +0000 2024,0,kalo ini gw masuk komunitas marah marah udah gw send disitu seru kayaknya ,,0,0,0,https://x.com/rizendrealize/status/1774285994650697970,"1,3064E+18",rizendrealize
Sun Mar 31 04:00:54 +0000 2024,1,diriku cocok gabung komunitas marah-marah dan malu-maluin bareng prof. snape dan fred george WKWKW,,0,1,0,https://x.com/seulgigeulis/status/1774285719172997130,1533152378,seulgigeulis
Sun Mar 31 03:58:07 +0000 2024,0,aku liat komunitas marah marah bikin energi kesedot kaak... apalagi kalo bahas rumah tangga... aduh lansung auto block itu.. mending cari bacaan di Ijakarta aja... ,rosapollock,0,1,0,https://x.com/deedhonks/status/1774285019311460415,65255687,deedhonks
Sun Mar 31 03:56:29 +0000 2024,0,maaf gw udah out dari komunitas marah marah jadi marahnya disini aja apa boleh,artemeise,0,0,0,https://x.com/artemeise/status/1774284606134743550,"1,66687E+18",artemeise
Sun Mar 31 03:54:25 +0000 2024,0,hwoalaahhh udah sering lewat komunitas marah marah sekarang lewat lagi versi baratnya ,,0,0,0,https://x.com/mmentesaai/status/1774284085135098011,"1,52358E+18",mmentesaai
Sun Mar 31 03:53:03 +0000 2024,0,Cara ngehide atau ngeblokir komunitas tuh gimana dah? Tiap komunitas marah-marah lewat ini mood gue langsung jelek,,0,0,0,https://x.com/bungacintaah/status/1774283744008155137,196266820,bungacintaah
Sun Mar 31 03:34:48 +0000 2024,0,weh teume lg heboh bgt ga di komunitas konser ga di komunitas marah-marah,,0,0,0,https://x.com/hwansahies/status/1774279150351901070,"1,32453E+18",hwansahies
Sun Mar 31 03:28:14 +0000 2024,0,padahal gue lagi ada niatan menumpahkan semua kekesalan gue di komunitas marah marah.. terus baca komunitas ramah ramah malah sedih,,0,0,0,https://x.com/adorableofjihyo/status/1774277496034435166,"1,6943E+18",adorableofjihyo
Sun Mar 31 02:51:32 +0000 2024,0,eh waktu itu ada yg ngasih tau cara ngemute komunitas marah-marah keknya gue nyimpen tp kok ilang ya :( kalo ada yg punya drop kesini dong tu komunitas kalo lewat di tl gue bikin draining bgt jir,,0,1,0,https://x.com/laartdelavoir/status/1774268261854789973,"1,42073E+18",laartdelavoir
Sun Mar 31 02:18:30 +0000 2024,0,Gak gabung sama sekali tapi yang sering muncul komunitas marah marah.,tanyakanrl,0,0,0,https://x.com/FatkurR0x0008/status/1774259946575765824,"1,17236E+18",FatkurR0x0008
Sun Mar 31 01:59:14 +0000 2024,0,bener lebih cocok di komunitas marah marah,xtflyn,0,0,0,https://x.com/aesthrey/status/1774255099503911392,"1,19065E+18",aesthrey
Sun Mar 31 01:47:47 +0000 2024,0,Seingetku sih warga Twitter lebih tepatnya warga komunitas marah-marah soalnya gue pertama baca disana,bolakentangball,0,0,0,https://x.com/marsiIea/status/1774252218180608321,"1,38225E+18",marsiIea
Sun Mar 31 01:24:27 +0000 2024,0,Mbak udah mbak.... mending bikin akun anon... terus ngetwit di komunitas marah-marah....,,0,0,0,https://x.com/terihonje/status/1774246345395806367,"1,00908E+18",terihonje
Sun Mar 31 01:06:19 +0000 2024,1,Harusnya post di komunitas marah-marah sih,,0,0,0,https://x.com/Hamdalah3x/status/1774241784715206789,"1,08317E+18",Hamdalah3x
Sun Mar 31 00:54:27 +0000 2024,1,seru deh follow komunitas marah marah adaaa aja kelakuan orang orang wkwkwk kerasa banget emosinya,,0,0,0,https://x.com/gangopigaidup/status/1774238798093959342,"1,27214E+18",gangopigaidup
Sun Mar 31 00:49:55 +0000 2024,0,Komunitas marah-marah ini somehow nggak cuman bikin takut berumah tangga tapi takut lanjutin hidup (nanti ketemu orang jahat).,,0,0,0,https://x.com/Narumxi/status/1774237655741743228,1047850530,Narumxi
Sun Mar 31 00:14:24 +0000 2024,0,Entahlah aku jd dia mah dah gembok akun/deact biar ga makin runyem,Refuelgens,0,0,0,https://x.com/D0AIBU/status/1774228719609184312,"1,23263E+18",D0AIBU
Sat Mar 30 23:53:56 +0000 2024,0,Komunitas marah marah kak rose bs join,tanyakanrl,0,0,0,https://x.com/lapienyu/status/1774223567854714928,"1,0829E+18",lapienyu
Sat Mar 30 23:37:11 +0000 2024,0,Klo komunitas marah-marah lwt fyp x bikin kesel tiap baca klo komunjtas ramah-ramah bikin sedih wkwk,,0,0,0,https://x.com/btob7yejiapsa/status/1774219351195099148,2757933606,btob7yejiapsa
Sat Mar 30 22:50:59 +0000 2024,157,yuta as moderator komunitas marah marah,nct_menfess,1,0,3,https://x.com/slytherfav/status/1774207724471095452,"1,72696E+18",slytherfav
Sat Mar 30 22:47:39 +0000 2024,0,sangat rekomen bagi user yg join komunitas marah-marah wkwkwk *ss 2 hari yang lalu,manceology,0,0,0,https://x.com/manceology/status/1774206887854326184,"1,67409E+18",manceology
Sat Mar 30 22:43:30 +0000 2024,1,Lucu banget ada komunitas marah marah,,0,0,0,https://x.com/esedobelpop/status/1774205842692468747,"1,45696E+18",esedobelpop
Sat Mar 30 22:19:02 +0000 2024,0,ni komunitas marah marah lagi hobi banget nipu orang,,0,0,0,https://x.com/perplexzity/status/1774199686334980422,531433356,perplexzity
Sat Mar 30 22:09:30 +0000 2024,0,Kenapa yang selalu lewat di tl ku isinya komunitas marah marah yaa?? Apakah itu gambaran diri yang selalu marah marah,tanyakanrl,1,1,0,https://x.com/narcissus_page/status/1774197285674782918,"1,45481E+18",narcissus_page
Sat Mar 30 22:08:02 +0000 2024,0,awali hari bersama komunitas marah marah,,0,0,0,https://x.com/hakiimsybn/status/1774196917712699463,"1,61173E+18",hakiimsybn
Sat Mar 30 21:58:57 +0000 2024,0,Hahaha maap yak. Drama per jersey an dah selesai. Waktunya join komunitas marah marah soal unair ,jaeanget27,0,1,0,https://x.com/babikurma29/status/1774194629782712337,"1,26083E+18",babikurma29
Sat Mar 30 21:44:57 +0000 2024,0,komunitas marah marah seru njing wkwkwk,,0,1,0,https://x.com/senjatatempur/status/1774191108182192287,"1,25329E+18",senjatatempur
Sat Mar 30 21:33:41 +0000 2024,0,Tiap liat tweet komunitas ramah-ramah yg tadinya takut banget sama nikah jadi kepingin nikah Tapi tiap liat tweet komunitas marah-marah jadi balik lagi takut nikah,,0,0,0,https://x.com/gilleneuves/status/1774188270022467765,"1,35934E+18",gilleneuves
Sat Mar 30 21:29:45 +0000 2024,0,iyaa beneran! eh..? Iya jugaa.. tapi Kaizo sudah cocok masuk komunitas marah-marah.. kalau menurut kaa Selii?,yzuugusa_,0,1,0,https://x.com/nabastalaina/status/1774187282100375798,"1,69338E+18",nabastalaina
Sat Mar 30 21:28:59 +0000 2024,0,abis mengikuti komunitas ramah-ramah timeline berasa adem banget. tapi kadang keluar komunitas marah-marah yang bikin ikutan gedek. sungguh bertolak belakang,,0,0,0,https://x.com/wilishica/status/1774187089384677668,78000652,wilishica
Sat Mar 30 21:25:11 +0000 2024,2,Ayo join komunitas marah marah,kyojurowife_,0,1,0,https://x.com/Zuraaa019/status/1774186133280477618,"1,72531E+18",Zuraaa019
Sat Mar 30 20:55:12 +0000 2024,0,Apakah ini saatnya gw join komunitas marah marah ,,0,0,0,https://x.com/re_zef/status/1774178588818047050,"1,0655E+18",re_zef
Sat Mar 30 20:20:57 +0000 2024,0,kenapa mainnya di komunitas marah marah? nanti lu lagi yang kena hujat gegara salah tempat ,,0,0,0,https://x.com/fzksjn/status/1774169968420225028,"1,05069E+18",fzksjn
Sat Mar 30 19:43:46 +0000 2024,0,mempermasalahkan kata kontol di komunitas marah marah lu salah tempat ege ,,0,1,0,https://x.com/fzksjn/status/1774160608608575518,"1,05069E+18",fzksjn
Sat Mar 30 19:37:43 +0000 2024,0,Get a girl whose both Komunitas Marah Marah and Fans Windah Basudara,,0,0,0,https://x.com/jwycock/status/1774159088517333065,"1,34907E+18",jwycock
Sat Mar 30 19:26:34 +0000 2024,0,pak anies : komunitas ramah-ramah cak imin : komunitas marah-marah,,0,0,0,https://x.com/awsexc/status/1774156280170676469,"8,4043E+17",awsexc
Sat Mar 30 17:06:03 +0000 2024,0,Mbak mending bikin second acc trs join komunitas marah-marah biar puas marahnya atau komunitas galau ,infodrakor_id,0,0,0,https://x.com/rosee_verre/status/1774120919692464583,"9,43854E+17",rosee_verre
Sat Mar 30 17:03:36 +0000 2024,0,siapa yg klo baca cerita dikomunitas marah marah bacanya ngegas banget dan klo baca cerita di komunitas ramah ramah bacanya selembut sutra,,0,0,0,https://x.com/skyviewszd/status/1774120302156582935,"1,62419E+18",skyviewszd
Sat Mar 30 16:49:20 +0000 2024,2,komunitas marah-marah tuh knp yeah lucu bgt anjirrr kl gua anak psikologi kynya seru deh bikin jurnal penelitian masalah mereka tiap hari ,,0,0,0,https://x.com/nyannyyaa/status/1774116711698186532,"1,0924E+18",nyannyyaa
Sat Mar 30 16:47:08 +0000 2024,0,@dugongancoll seleb baru 15 menit tenar udh d hujat udah masuk base komunitas marah marah,dugongancoll,0,1,0,https://x.com/ecainheree/status/1774116158784070049,"1,30479E+18",ecainheree
Sat Mar 30 16:47:04 +0000 2024,0,@convomfs klian pernah disaltyin ga di komunitas marah marah,convomfs,0,0,0,https://x.com/alabyuoongi/status/1774116142283710957,"1,07508E+18",alabyuoongi
Sat Mar 30 16:45:01 +0000 2024,0,@aurellianp baca komunitas marah marah,aurellianp,0,1,0,https://x.com/soucialhouse/status/1774115626149413232,"1,51939E+18",soucialhouse
Sat Mar 30 16:31:45 +0000 2024,0,Gue udh ikut komunitas marah marah tp gua lupa marah marah disana haha...,,0,0,0,https://x.com/perennialblu/status/1774112286690660737,"1,63387E+18",perennialblu
Sat Mar 30 16:30:45 +0000 2024,0,setelah komunitas marah marah skrg yg sering lewat tl gua adalah fans windah basudara hadeh gmn dah cara blok komunitas2 ini ((padahal udah gua mute words)),,0,0,0,https://x.com/skiesrosed/status/1774112034738843960,"1,01481E+18",skiesrosed
Sat Mar 30 16:30:24 +0000 2024,0,komunitas marah-marah nih awal-awal seru tp lama-lama liat postingannya jd ikutan draining,,0,0,0,https://x.com/ususipok/status/1774111946134143209,"1,03337E+18",ususipok
Sat Mar 30 16:29:54 +0000 2024,2,Join komunitas marah marah,,0,0,0,https://x.com/muuunyako/status/1774111821865365620,"1,43235E+18",muuunyako
Sat Mar 30 16:25:43 +0000 2024,0,Orang yang punya anger issues dan malah join komunitas marah-marah tu sadar ga sih kalo lu tuh butuhnya konseling psikolog bukannya nyari validasi tabiat jelek lu. Gapapa sih kalo milih ga sembuh tapi kasian orang sekitarnya draining bener pasti,,0,0,0,https://x.com/FlankerFanboy/status/1774110768625287570,291608377,FlankerFanboy
Sat Mar 30 16:24:51 +0000 2024,0,gw suka bgt komunitas marah-marah. Bener2 menyalurkan aku yang sesungguhnya. No positive vibes ,,0,0,0,https://x.com/foreverbucing/status/1774110551804907902,"1,15413E+18",foreverbucing
Sat Mar 30 16:23:57 +0000 2024,0,@sintasintaan_ Komunitas marah ceritanya gila semua ya,sintasintaan_,0,1,0,https://x.com/aversionzk/status/1774110324586840429,"1,53986E+18",aversionzk
Sat Mar 30 13:04:11 +0000 2024,0,@thornprotector Kasian banget pantes abang nya masuk komunitas marah marah ,thornprotector,0,0,0,https://x.com/kuningblueberry/status/1774060052930060486,"1,27157E+18",kuningblueberry
Sat Mar 30 13:02:58 +0000 2024,0,nungguin cak imin nyambat di komunitas marah marah,,0,0,0,https://x.com/warkoptrejo/status/1774059746691281029,"1,51854E+18",warkoptrejo
Sat Mar 30 13:02:43 +0000 2024,0,di tangkep be masih pake baju dior,,0,0,0,https://x.com/anetnoth/status/1774059683168633172,"1,31007E+18",anetnoth
Sat Mar 30 13:01:55 +0000 2024,0,@wizardfes Komunitas marah marah,wizardfes,0,0,0,https://x.com/hateverybodyy/status/1774059482517303479,"1,44429E+18",hateverybodyy
Sat Mar 30 12:52:36 +0000 2024,0,@relinouished udah nyerah w u pada tinggalin w aja dah capek bgt please tinggalin w biar w spill di komunitas marah amrah,relinouished,0,0,0,https://x.com/wordpaws/status/1774057135296635324,973555790,wordpaws
Sat Mar 30 12:50:26 +0000 2024,0,KENAPA BANYAK YG MARAH JIRRR org yg dalem komunitas pd napsu sm yg kiri jg,,0,0,0,https://x.com/coryydoras/status/1774056590821531743,"1,36592E+18",coryydoras
Sat Mar 30 12:30:07 +0000 2024,0,Di twitter ada komunitas marah marah? hahahaahhaahah,,0,0,0,https://x.com/halluluya/status/1774051476924682578,"1,65427E+18",halluluya
Sat Mar 30 12:30:01 +0000 2024,0,Cara ngeblok Komunitas Marah Marah tuh gimana ya? Annoying bgt isinya umpatan2 kasar semua mana muncul mulu di timeline auto kebaca,,0,0,0,https://x.com/ephemelin/status/1774051452564214038,265843331,ephemelin
Sat Mar 30 12:26:54 +0000 2024,0,@tanyakanrl Ngakak banget abang kasim join komunitas marah marah ,tanyakanrl,0,0,0,https://x.com/bucincowogepenk/status/1774050667738562902,"1,09849E+18",bucincowogepenk
Sat Mar 30 12:13:58 +0000 2024,0,Komunitas marah marah.,,0,0,0,https://x.com/Taxesan/status/1774047415043314157,4538487378,Taxesan
Sat Mar 30 12:13:45 +0000 2024,0,Komunitas marah marah.,,0,0,0,https://x.com/Taxesan/status/1774047358315266100,4538487378,Taxesan
Sat Mar 30 12:12:54 +0000 2024,0,Tau gak sih komunitas marah marah sama komunitas ramah ramah itu kalo muncul di tl atas bawah lucu banget kaya langit dan bumi ,,0,0,0,https://x.com/lhclvly/status/1774047147757048174,"1,3245E+18",lhclvly
Sat Mar 30 12:11:57 +0000 2024,0,Komunitas marah marah.,,0,1,0,https://x.com/Taxesan/status/1774046906261618780,4538487378,Taxesan
Sat Mar 30 12:09:03 +0000 2024,1,komunitas marah marah ni malah jadi ajang buka aib ngga sih kayak Allah menjaga aibmu tapi kamu curhat di komunitas marah marah soalnya semua muanya jadi dispill,,0,0,0,https://x.com/hvvvft/status/1774046176402378968,622615116,hvvvft
Sat Mar 30 12:08:26 +0000 2024,0,Komunitas marah marah.,,0,1,0,https://x.com/Taxesan/status/1774046020055527702,4538487378,Taxesan
Sat Mar 30 11:57:01 +0000 2024,0,@dreampopmail @dream__pop Kamu dari komunitas marah marah ya,re__mingtonpop,0,0,0,https://x.com/anggadum/status/1774043148534333777,"9,22507E+17",anggadum
Sat Mar 30 11:39:52 +0000 2024,0,@cluetheduck GAPAPA NAA ini temen ku ((bukan author)) dia suka ngeluh trus di tl kayak cari perhatian trus akhirnya ak blok ehh ga lama temennya nge ss klo dia join komunitas marah-marah yg isinya ngeluh klo pacarnya ga chat 3 minggu,cluetheduck,0,1,0,https://x.com/henderarri/status/1774038834696823056,"1,39195E+18",henderarri
Sat Mar 30 11:28:35 +0000 2024,0,mana kebanyakan dari komentarnya masalah rumah tangga kok curhat di twitter beraninya lewat komunitas padahal mbaknya yang curhat udah pake akun anon gaada nama aslinya dia juga curhat di komunitas marah-marah ya karena emang dia marah?!?,mashitassn,0,0,0,https://x.com/mashitassn/status/1774035993445957723,"1,0713E+18",mashitassn
Sat Mar 30 07:09:43 +0000 2024,0,@Mileo0615 Info komunitas marah marah dwong padahal wa aktif terus,Mileo0615,0,0,0,https://x.com/Nisacakkk/status/1773970846970966438,"1,707E+18",Nisacakkk
Sat Mar 30 07:09:00 +0000 2024,0,@Nidelweisse Masukin ke komunitas marah marah biar piral tu cowo brengsek,Nisacakkk,0,1,0,https://x.com/Mileo0615/status/1773970667035340922,616851432,Mileo0615
Sat Mar 30 07:00:39 +0000 2024,0,bayangkan disaat seharusnya panen pahala di ramadhan. tapi engkau malah join komunitas marah-marah.,,0,1,0,https://x.com/marimonoaho/status/1773968565735223501,"8,75542E+17",marimonoaho
Sat Mar 30 06:57:50 +0000 2024,2,seru banget bjir ngepoin komunitas marah-marah komedi ,,0,0,0,https://x.com/icecreammylt/status/1773967857757687864,"1,52248E+18",icecreammylt
Sat Mar 30 06:05:56 +0000 2024,2,abah jauh bgt mainnya sampe ke komunitas ramah ramah. nih kalo cak imin muncul di komunitas marah marah udh ga kaget ,,0,0,0,https://x.com/heyyowsimca/status/1773954795143110694,"1,01321E+18",heyyowsimca
Sat Mar 30 05:51:24 +0000 2024,0,@hellowid Dari komunitas marah marah wid wkwkwk Ada istri yang curhat dia udah effort masak buat suami walaupun pake bumbu instan tapi kan diolah juga gitu tapi ga dihargain dan selalu salah dimata lakinya. Terus yaa jadi merembet kesana,hellowid,0,1,0,https://x.com/notazelnut/status/1773951136976024000,"1,34699E+18",notazelnut
Sat Mar 30 05:35:40 +0000 2024,0,suka kegocek antara komunitas marah-marah sama komunitas ramah-ramah,,0,0,0,https://x.com/nthingspecialll/status/1773947178119320052,"1,21493E+18",nthingspecialll
Sat Mar 30 04:43:22 +0000 2024,0,Bentar lagi juga cak imin join komunitas marah marah,,0,0,0,https://x.com/himynameiskayin/status/1773934016657502465,"1,58635E+18",himynameiskayin
Sat Mar 30 04:41:53 +0000 2024,0,komunitas niscap marah-marah,,0,0,0,https://x.com/sunflawless18/status/1773933644970955220,"1,38368E+18",sunflawless18
Sat Mar 30 04:04:35 +0000 2024,0,@apralzolam @drnewstwit Ada komunitas marah-marah or ramah-ramah di x Join aja disitu haha,apralzolam,0,0,1,https://x.com/blackcurawong/status/1773924255576826186,"1,30297E+18",blackcurawong
Sat Mar 30 03:54:20 +0000 2024,4,Komunitas Marah-Marah ya terserah org lah mau marah2 gimana. knp harus ngikutin level marah kau wkwkwkwk kocak,,0,0,0,https://x.com/nutaellawrr/status/1773921677560426673,198402207,nutaellawrr
Sat Mar 30 03:49:34 +0000 2024,0,ingetin gw abis buka marah marah di komunitas marah marah. lagi emosi bgt hari ini tp gabisa cursing apalagi melempar orang pake kursi ,,0,2,0,https://x.com/seasonblooms/status/1773920476500525270,"1,29643E+18",seasonblooms
Sat Mar 30 03:28:04 +0000 2024,0,Komunitas marah - marah Facebook &gt; komunikasi marah - marah Twitter,,0,0,0,https://x.com/wahyusweeke/status/1773915068268454003,2345016212,wahyusweeke
Sat Mar 30 03:20:14 +0000 2024,0,YA ITU KAN KOMUNITAS MARAH MARAH!!!!!,,0,0,0,https://x.com/Koovelly/status/1773913095486013505,"1,33376E+18",Koovelly
Sat Mar 30 03:16:19 +0000 2024,0,HAHAHAHA BUSET LUCU BANGET PAK biar balance pak anies join komunitas ramah-ramah while cak imin join komunitas marah-marah,,0,0,1,https://x.com/keeptalkinabtem/status/1773912109086384259,"1,5729E+18",keeptalkinabtem
Sat Mar 30 02:44:55 +0000 2024,0,meanwhile cakimin pasti joinnya di Komunitas Marah-Marah,,0,0,0,https://x.com/udhittt/status/1773904208980541441,44567324,udhittt
Sat Mar 30 02:34:16 +0000 2024,0,WAKAKKAKAK tinggal nunggu cak imin debut komunitas marah marah https://t.co/yy8GFBTF5l,,0,0,0,https://x.com/ccrispybbokari/status/1773901527444521278,"1,61343E+18",ccrispybbokari
Sat Mar 30 02:19:23 +0000 2024,0,ditunggu debut cak imin di komunitas marah marah,,0,0,0,https://x.com/suhschat/status/1773897782581252467,"1,21594E+18",suhschat
